0;0;10;89;504;4491;6930;62471;92442
0;0;14;115;531;4477;7077;62517;92460
0;1;13;85;562;4487;6917;62651;92405
0;2;12;111;510;4454;6818;62491;92636
0;0;11;109;460;4489;6954;62502;92448
0;1;14;100;494;4494;6952;62052;92325
0;2;8;106;505;4392;6925;62601;92586
0;0;16;108;522;4471;6887;62384;92574
0;1;16;110;507;4455;6892;62086;92753
0;0;11;103;480;4399;6818;62569;92305
0;1;10;121;493;4422;7004;62361;92800
0;1;14;106;490;4383;7072;62891;92654
0;0;12;93;474;4529;7019;62707;92574
0;0;8;110;500;4404;6942;62511;91660
0;0;8;91;531;4443;6945;62626;92613
0;1;8;111;476;4506;6809;62668;92408
0;0;14;90;468;4496;7031;61964;92240
0;0;16;103;455;4362;6925;62864;93086
0;1;7;112;462;4464;7001;62105;92828
0;0;15;121;479;4428;7054;62397;93070
0;1;10;88;486;4453;7125;62293;92258
0;0;7;111;510;4390;6996;62390;92603
0;0;14;121;492;4538;6957;62833;92821
0;1;12;104;518;4474;6980;62486;92295
0;1;9;107;487;4387;6909;62654;92242
0;1;12;98;529;4527;6892;62009;92181
0;0;17;86;525;4492;6978;62592;92503
1;1;10;82;530;4331;7019;62643;92568
0;0;12;93;478;4559;6999;62246;92593
0;0;10;99;479;4448;6840;62488;92571
0;0;18;89;507;4469;6927;62618;92952
0;0;10;84;473;4513;6900;62868;92209
0;0;15;104;497;4572;7034;62761;92682
0;0;17;96;494;4420;6905;62335;92604
0;1;17;107;482;4390;6923;62242;92675
0;1;9;99;467;4514;6897;62824;92507
0;0;8;92;442;4514;6824;62458;92423
0;0;8;94;504;4334;7038;62481;92951
0;0;14;110;518;4477;6874;62144;92457
0;0;14;103;510;4626;6803;62314;93066
0;1;15;109;522;4463;6934;62209;92479
0;0;7;114;496;4558;6989;62487;92546
0;1;16;107;505;4543;6732;62512;92574
0;1;9;84;479;4430;7020;62495;92895
0;0;17;87;510;4460;6964;62794;92175
0;0;13;103;525;4460;6860;62421;92811
0;0;12;97;490;4454;6897;62439;92599
0;0;9;112;506;4430;6863;62598;92378
0;1;17;91;513;4370;6911;62817;92605
0;0;5;91;510;4404;6858;62825;91846
0;0;12;107;510;4574;7080;62535;92047
0;0;8;112;525;4504;7037;62421;92316
0;0;16;114;488;4464;6966;62661;92582
0;0;11;100;491;4396;6943;62020;92618
0;0;10;114;500;4473;6772;62016;92468
0;1;16;102;460;4578;6956;62880;92502
0;0;9;97;520;4456;6806;62265;92813
0;1;13;106;530;4474;6821;62677;92664
0;0;13;96;500;4504;6910;62473;92326
0;0;12;100;509;4453;6967;62104;92416
0;2;16;107;477;4460;6908;62678;92355
0;1;9;113;526;4532;6974;62396;93034
0;0;13;77;500;4581;6973;62754;92488
0;0;7;100;488;4486;6949;62857;92753
0;0;13;103;497;4417;6939;62943;92986
0;0;11;110;494;4482;6943;62418;92098
0;0;10;102;487;4411;6838;62783;92349
0;0;16;91;487;4407;7066;62451;92536
0;1;7;92;463;4396;6888;62537;92206
0;0;10;111;485;4595;6960;62499;92607
0;1;9;94;507;4551;6905;62604;92050
0;1;6;104;511;4432;6978;62464;92613
0;1;14;103;513;4408;6984;62260;92504
0;0;15;112;449;4496;6962;62477;93025
0;1;11;118;470;4584;6787;62180;92414
0;0;10;104;487;4595;6896;62575;92939
0;1;10;112;480;4443;6861;62558;92593
0;0;10;126;495;4556;6864;62918;92846
0;0;9;106;478;4494;6980;62471;92683
0;1;10;100;507;4330;7009;62317;92889
0;0;14;99;499;4540;7010;62811;92307
0;0;18;110;500;4377;7132;62244;92656
0;0;14;119;483;4512;6898;62434;91987
