0;1;18;101;519;4548;6782;62174;93160
0;1;9;85;503;4510;6908;62547;92727
0;1;15;104;522;4403;7019;62680;92350
0;3;13;94;458;4421;6969;62564;93230
0;0;11;103;470;4487;7089;62680;92490
0;0;10;102;476;4496;6750;62642;93143
1;0;13;92;523;4521;7054;62257;92665
0;0;8;84;544;4449;6962;61822;92267
0;1;14;92;474;4245;6952;62251;93118
0;1;13;100;504;4420;7055;62119;92525
0;1;11;114;487;4411;6966;62458;92628
0;0;12;110;520;4425;7003;62735;92693
0;0;10;95;486;4483;6789;62845;92397
0;0;18;88;475;4460;6852;62780;92063
0;1;9;100;519;4489;6963;61960;92662
1;1;16;93;527;4441;6927;62894;92109
0;0;10;103;523;4515;7020;62397;92468
0;2;11;106;482;4355;6923;62067;92099
0;0;13;88;485;4424;6979;62629;92848
0;0;22;92;566;4368;6981;62563;92575
0;1;11;111;516;4443;6946;62364;92088
0;0;15;94;521;4384;6845;62355;93039
0;0;16;112;517;4550;6776;62439;92250
0;1;12;104;510;4497;6984;62296;93002
0;0;10;123;473;4514;7019;62609;92803
0;2;10;93;524;4419;7041;62903;92391
0;0;10;106;497;4426;6896;62589;92607
0;0;15;96;456;4503;6936;62388;92824
0;0;6;107;536;4403;7075;62582;92612
0;1;13;94;479;4508;7061;62468;92443
0;1;10;100;490;4508;6850;62690;92215
0;4;8;97;497;4442;6907;62478;92368
1;0;7;99;517;4495;6993;62338;92591
0;0;12;114;472;4450;6916;62811;91276
0;0;7;104;519;4345;6795;62760;92804
0;0;13;109;510;4405;6986;62483;92986
0;0;16;110;466;4446;7080;62324;91915
0;0;10;132;551;4478;6878;62162;92762
0;1;7;105;529;4444;6906;62647;92359
0;0;10;99;480;4486;7008;62710;92437
0;0;9;117;478;4453;6996;62391;92585
0;0;6;116;481;4321;7021;62252;92645
0;1;13;92;489;4433;6979;62459;92978
0;0;10;98;488;4485;7079;62528;92320
0;0;13;102;519;4420;6954;62608;92263
0;0;7;111;462;4457;7073;62361;92233
1;0;14;81;516;4499;6804;62488;92656
0;0;11;113;489;4441;6984;62411;92471
0;0;12;117;473;4555;6945;62363;92854
0;0;14;113;520;4437;6860;62966;91971
0;0;11;99;520;4479;6998;62351;92600
0;0;11;102;494;4349;6854;62771;92911
0;0;10;116;458;4534;6935;62227;93151
0;0;11;110;506;4463;6955;62796;92780
0;0;18;98;491;4339;6778;62344;92674
0;2;11;105;494;4395;7087;62382;92851
0;2;16;104;529;4498;7182;62573;92874
0;1;9;104;499;4450;6963;62061;92193
0;0;11;101;454;4451;6863;62603;92993
0;1;11;107;472;4428;6973;62151;92813
1;0;14;113;486;4509;6832;62614;92981
0;0;11;101;466;4495;6709;62472;92958
0;0;14;111;513;4344;6872;62827;92281
0;2;14;100;465;4483;6981;62527;93026
0;0;11;100;475;4482;6809;62334;92557
0;0;11;89;470;4428;6809;62320;92776
0;0;5;96;513;4550;7001;62132;93155
0;0;12;107;510;4339;6927;62393;92310
0;1;14;106;477;4409;6906;62809;92413
0;2;10;102;527;4484;7112;62382;92270
1;0;7;120;511;4402;7160;62124;92508
0;0;13;86;486;4475;7072;62947;92279
0;0;9;96;506;4353;6866;62663;93277
0;0;6;92;522;4505;6937;62556;92725
0;1;5;89;495;4694;6976;62532;92838
0;0;19;99;530;4426;6929;62580;92258
0;0;18;105;533;4439;6916;62639;92438
0;0;16;86;501;4410;6977;62861;92666
0;1;8;106;534;4520;7001;62648;92364
0;2;8;102;468;4534;6953;62203;92481
0;0;8;110;508;4424;7034;62594;92952
0;1;8;106;489;4465;6926;62163;93033
0;1;13;98;487;4515;6906;62395;92339
0;0;10;103;520;4509;7033;62206;92614
0;2;13;114;512;4501;6937;62373;92516
1;0;18;111;498;4492;6850;62936;92048
0;0;16;97;486;4582;6935;62460;92411
0;1;11;122;485;4474;7002;62102;92418
0;0;15;97;538;4622;6917;62395;92293
0;0;11;100;513;4504;6890;61977;92573
0;0;9;125;461;4543;6918;62463;92162
0;1;12;102;548;4475;6904;62492;92628
0;0;15;107;462;4440;7015;62374;92826
2;1;8;91;479;4447;6911;63029;92368
0;0;7;87;511;4469;6957;62132;92646
1;0;11;108;516;4456;7088;62593;92246
0;0;13;95;480;4415;7055;62480;92767
0;0;13;117;542;4526;6920;62800;92474
0;1;13;102;476;4462;6892;62160;92760
0;0;9;77;468;4532;6993;62302;93031
0;0;10;105;507;4422;7053;62406;92685
0;0;7;101;514;4330;6947;62686;92812
0;1;5;99;519;4398;6930;62360;92740
0;2;18;97;524;4509;7021;62546;92213
0;1;10;103;476;4540;6930;62970;92464
0;1;9;111;493;4604;7048;62363;92685
0;1;3;107;474;4547;7034;62270;92196
0;0;16;97;477;4456;6912;62345;92516
0;0;17;91;496;4526;6944;62582;93013
