0;0;14;111;474;4446;6946;62669;93169
0;1;11;91;481;4467;6872;62463;92906
0;0;11;89;511;4452;6983;62503;92157
0;0;13;116;497;4399;6827;62364;92669
0;0;14;110;486;4522;6830;62580;92869
0;0;9;109;425;4456;7013;62544;92308
0;0;4;105;485;4315;6949;62131;92618
0;0;14;123;525;4406;6915;62429;92142
0;2;10;94;484;4514;6940;62404;92682
0;0;15;121;449;4473;6909;62537;92113
0;1;14;103;474;4440;7005;62409;92350
0;1;15;74;522;4398;6949;62346;93119
0;2;12;96;472;4436;6850;62587;92506
0;0;15;104;482;4428;6968;62251;92599
0;0;16;108;506;4516;6962;62332;92369
0;0;8;99;447;4417;6954;62069;92796
0;0;11;99;492;4515;6941;62007;92919
0;0;12;87;550;4540;6849;62357;93444
0;1;13;109;507;4483;6953;62097;92793
0;0;7;115;515;4509;6886;61833;92650
0;0;12;116;476;4465;6854;62478;92448
0;0;15;100;472;4570;7049;62164;92861
0;1;16;102;518;4499;6986;62520;92867
0;0;12;117;494;4395;7039;62639;92272
2;3;10;88;493;4538;7003;62253;92875
0;0;13;110;514;4366;7017;62600;92295
0;3;10;101;501;4513;6976;62302;92868
0;0;12;98;535;4438;6863;62658;92422
0;0;13;108;513;4562;6892;62392;92887
0;0;15;104;465;4505;6884;62486;92380
0;0;11;111;526;4447;6929;62705;92538
0;1;10;94;531;4483;7059;62048;92438
1;1;8;89;484;4535;7055;62616;92605
1;0;14;102;532;4565;6893;62373;92647
0;0;14;110;497;4443;7133;62376;92630
0;0;14;108;497;4519;6860;62447;92630
0;2;9;114;488;4440;6994;63096;92375
1;1;25;98;435;4472;7045;62240;93119
0;1;8;103;504;4387;6858;62690;92559
0;0;8;128;495;4473;7035;62427;92660
0;0;12;108;465;4377;6984;63010;92560
0;1;9;108;503;4538;6916;62580;92312
0;0;17;88;503;4524;6915;62602;92588
0;2;14;99;496;4413;6964;62380;92532
0;0;7;104;489;4528;6995;62603;92704
0;0;7;85;474;4408;6951;62907;92286
1;1;18;107;498;4420;6962;62568;93018
0;0;10;101;483;4469;6902;62496;92601
0;0;16;108;450;4517;6947;62491;92451
0;0;13;91;460;4324;7031;62417;92419
0;0;11;105;493;4489;6953;62640;92722
0;1;17;93;490;4394;6930;61976;92960
0;1;7;108;457;4445;6872;62445;92767
0;0;17;95;477;4378;6989;62336;92561
0;1;9;101;517;4474;6910;62534;93078
1;0;16;103;502;4485;6974;62368;92602
0;0;16;106;529;4460;6901;62355;92983
0;0;13;111;464;4540;6991;62021;92390
0;1;10;106;497;4489;7119;62571;92302
0;0;12;101;521;4437;6822;62748;92418
0;0;8;99;514;4406;6875;62490;92364
0;0;10;91;502;4439;6923;62666;93062
0;0;12;109;449;4351;6891;62299;92355
0;0;16;86;527;4418;6916;62620;92680
0;0;14;107;519;4582;7002;62677;92458
0;0;11;98;490;4507;6924;62794;92454
1;0;12;98;490;4505;6908;62261;92490
0;3;11;109;523;4560;6878;62557;92438
0;1;16;108;482;4447;6957;62649;92566
0;0;13;107;546;4503;6936;62299;92547
0;1;15;111;500;4615;7099;62252;92820
0;0;13;87;495;4377;7114;62503;92684
0;1;12;100;473;4460;7042;62812;92346
0;0;14;96;527;4401;6895;62463;92721
1;0;5;85;462;4466;6935;62404;92476
0;0;9;112;503;4349;6979;62609;92655
0;1;16;99;461;4405;7035;62537;91776
0;0;6;96;480;4436;6854;62411;92567
0;1;6;110;479;4405;6903;62196;92221
0;0;7;93;452;4437;7007;62665;92920
0;1;13;102;535;4386;6958;62757;92474
2;1;11;118;508;4508;6880;62582;92887
0;1;12;116;465;4370;6956;62499;92381
0;0;10;86;510;4529;7004;62447;92836
