0;0;10;105;493;4443;6993;62682;92490
0;0;8;72;515;4284;6881;62653;92391
0;0;9;97;483;4500;7062;62261;92835
0;0;13;110;475;4487;6875;62693;92702
0;0;11;121;506;4554;6904;62402;92836
0;1;10;88;489;4458;6976;62286;92818
0;2;10;89;482;4404;7114;62573;92243
0;0;9;104;463;4483;6881;62762;92527
0;0;7;103;512;4485;6974;63069;92175
0;0;9;101;517;4489;6924;62497;92940
0;0;13;105;495;4504;6944;62792;92549
0;0;12;112;495;4447;7013;62463;92622
0;1;12;120;506;4428;6957;62065;92340
0;0;16;111;501;4457;6808;62331;92166
0;0;20;104;520;4445;6959;62590;91782
0;0;11;120;499;4449;7013;62749;92390
0;0;12;113;524;4425;6952;62276;92271
0;0;15;111;510;4500;6818;61995;93051
0;0;8;109;473;4604;6907;62620;92069
0;0;14;109;463;4527;6836;62439;92584
0;0;12;87;517;4506;6916;62472;92246
0;1;16;106;524;4478;6966;62144;92589
0;0;16;90;507;4424;6965;62819;92351
1;0;11;115;515;4629;6950;62728;92220
0;0;5;96;495;4390;7033;62701;92712
0;0;4;107;512;4396;6934;62335;92233
0;2;7;114;538;4466;6971;62942;92304
0;0;7;88;502;4524;6985;62568;91645
0;1;11;92;470;4374;6874;62538;92473
0;0;13;100;489;4501;6877;62688;92518
0;0;11;110;501;4485;7174;62608;92471
0;0;12;101;514;4363;6901;62599;92314
0;1;20;114;491;4505;6930;62920;92553
0;0;9;107;503;4424;6952;62380;92421
0;1;10;103;513;4501;6892;62144;92891
0;0;10;118;475;4475;7151;62339;92271
0;0;12;116;502;4550;6928;62164;92457
0;1;12;97;525;4476;6866;62503;92532
1;1;11;121;485;4444;6879;62746;92744
0;1;11;110;488;4518;6999;62635;92286
0;2;8;115;508;4395;6989;62604;92811
0;0;15;116;492;4460;6964;62910;92433
0;0;8;92;487;4426;7020;62529;92617
0;3;11;104;526;4546;6822;62506;92409
0;0;10;85;499;4535;6892;62457;92172
0;1;16;92;480;4351;6899;62506;92665
1;2;16;107;467;4422;7005;62685;92993
0;0;17;101;476;4597;6933;62332;93067
0;2;10;107;522;4510;7043;62511;91986
0;2;11;113;542;4450;6908;62327;92371
0;0;8;99;488;4421;6943;62239;92032
0;1;11;100;480;4409;6850;62358;92309
0;0;11;116;484;4487;7039;62802;92512
0;1;14;104;510;4498;6848;62267;92499
0;0;11;111;485;4479;7010;62674;93106
0;1;6;108;524;4605;7063;62296;92567
0;0;8;99;477;4507;6955;62454;92445
0;0;10;109;486;4403;6964;62203;92213
0;0;12;97;495;4402;6888;62504;92433
0;0;18;79;518;4429;7074;62255;92339
0;0;12;111;503;4429;6905;62586;92189
1;0;16;94;492;4436;7040;62316;92571
0;0;10;121;478;4450;6946;62942;92320
0;0;10;103;497;4544;6990;62842;92085
0;0;9;105;496;4445;6876;62680;92361
0;1;11;115;523;4523;6935;62161;92409
0;2;13;93;477;4333;7089;62418;92298
0;0;13;95;516;4407;7033;61962;92741
0;2;15;105;536;4534;6912;62857;92590
0;1;14;111;553;4418;6982;62541;92666
0;0;19;111;538;4436;6967;62547;92799
0;0;13;104;484;4427;6845;62290;92177
0;1;13;108;510;4435;6949;62443;92262
0;1;10;111;462;4440;7028;62703;92338
0;1;8;89;472;4461;6897;62815;92705
0;0;12;95;505;4436;6904;62596;92755
0;0;13;126;474;4576;7040;62619;92795
0;1;7;88;509;4380;6979;62698;92856
0;1;12;106;524;4406;6911;62330;92579
0;0;9;111;545;4451;6719;61983;92850
0;1;17;110;480;4533;6926;62248;92378
0;1;13;110;485;4307;6948;62439;92249
0;0;10;94;486;4484;6973;62773;92088
1;1;12;109;487;4453;6839;62376;93223
0;2;14;101;509;4430;6952;62216;92553
0;1;7;82;530;4478;6972;62546;92151
0;0;9;100;501;4708;6931;62968;92945
0;0;14;102;534;4350;6873;62619;92262
0;1;10;104;469;4461;6903;62513;92873
0;0;10;106;451;4491;7012;62336;92602
0;1;12;89;439;4528;6907;62870;92466
0;0;9;88;507;4470;7049;62689;92257
0;0;10;112;512;4457;6929;62427;93115
0;0;10;92;477;4510;6847;62310;92530
0;0;8;118;518;4508;6899;62511;92300
0;0;9;110;430;4437;6955;62429;92743
0;1;9;97;491;4342;6982;62052;92432
0;0;14;103;496;4541;6921;62813;92535
0;0;13;119;473;4353;6851;62666;92613
0;0;8;115;506;4409;6960;62816;92665
0;2;14;99;514;4530;6799;62564;92421
0;1;3;94;482;4520;7134;62232;92259
1;1;5;103;530;4370;6981;62439;92646
0;2;9;107;483;4441;7008;62382;92726
0;1;9;112;551;4452;6925;62265;93000
0;1;15;106;530;4523;7001;62419;92510
0;1;7;100;497;4454;6959;61933;92859
0;0;12;107;502;4433;6872;62814;92824
0;1;7;121;458;4585;6888;62402;92669
1;0;8;102;534;4295;6970;62578;92724
0;1;7;108;488;4587;6984;62731;92711
0;0;17;96;545;4449;6954;62169;92661
0;0;9;104;487;4404;6911;62743;92445
0;0;11;84;514;4383;6978;62035;93115
0;1;14;120;491;4438;7108;62257;92946
0;3;10;114;504;4380;7006;62616;93186
0;0;11;89;453;4469;6924;62418;92376
0;0;14;108;494;4531;6894;62574;93034
0;0;8;113;497;4521;6918;62591;92221
0;0;12;123;486;4475;6950;62489;92196
0;1;12;105;523;4448;6998;62301;92421
0;0;9;105;515;4436;6912;61979;91690
0;0;18;105;522;4511;6921;62706;92431
0;1;12;91;513;4412;6940;62440;92533
0;1;12;99;502;4361;6977;62381;92740
0;0;14;104;532;4498;7043;62137;92728
0;0;10;104;454;4479;6916;62866;92448
0;0;10;99;478;4451;7057;62775;93003
0;0;12;92;466;4439;7168;62241;92249
0;1;10;103;483;4474;6943;62812;92796
0;0;8;111;468;4396;6932;62601;92807
0;0;14;106;456;4400;6956;62739;93062
0;0;8;115;507;4522;6913;62820;92422
0;2;10;110;493;4524;6982;62763;92930
0;0;8;100;516;4458;7001;62421;92506
0;0;6;96;482;4416;6918;63067;92550
0;1;13;121;515;4531;6897;62417;92745
0;0;11;94;521;4550;7014;62495;92366
0;1;13;114;521;4477;6882;62790;91849
0;1;10;102;532;4406;7079;62566;92128
0;0;12;120;549;4451;6800;62847;92056
0;0;10;97;507;4567;6727;62549;92277
0;1;7;103;469;4322;6990;62627;92617
0;0;14;109;501;4533;6951;62715;92508
0;2;8;94;499;4466;6886;62562;92516
0;1;12;107;490;4521;6919;62220;92120
0;1;15;105;518;4468;6879;62114;92766
0;0;9;98;474;4429;6951;62744;92415
0;1;13;102;484;4534;7078;62560;92759
0;0;11;96;498;4302;6935;62736;92621
0;0;11;98;505;4475;6898;62430;93313
0;0;12;109;511;4533;6971;62377;92520
0;0;8;122;516;4328;6788;62436;92424
1;0;11;100;527;4596;6866;62979;92151
0;0;8;122;529;4406;6951;62619;92493
0;1;16;93;492;4497;6883;62389;93368
0;0;8;115;505;4539;6798;62961;92791
0;0;17;100;490;4548;6811;62594;92449
0;0;12;89;530;4442;6927;62603;92547
0;1;9;130;500;4464;6932;62665;92620
0;0;14;96;535;4486;6961;62121;92260
0;0;13;95;492;4566;7036;62606;92874
0;0;14;114;511;4452;6832;62548;92447
0;0;16;110;496;4482;6858;62288;92607
0;1;17;95;458;4496;7013;62254;92572
0;0;6;133;454;4394;6866;62715;92947
0;0;8;117;530;4542;6855;62350;92432
0;2;15;101;501;4442;6889;62734;92665
0;2;10;111;497;4549;6842;62616;92704
0;0;4;108;532;4470;6982;63045;93209
0;0;10;92;513;4536;7025;61994;92721
0;0;20;119;484;4502;6864;62731;92438
1;1;13;113;510;4545;6872;62893;92357
0;0;11;120;520;4510;7005;62849;92264
1;0;10;113;460;4527;7080;62363;92767
0;0;11;111;463;4528;6913;62755;92122
0;1;13;109;527;4492;6979;62406;92267
1;0;12;103;513;4548;7025;62290;92231
0;0;11;101;511;4457;6974;62450;92504
0;1;9;99;487;4354;7064;62260;92851
0;0;5;108;492;4472;6864;62202;92725
1;0;7;99;506;4453;6936;62516;92665
